#interpro;categorie_libelle;categorie_code;genre_libelle;genre_code;denomination_libelle;denomination_code;mention_libelle;mention_code;lieu_libelle;lieu_code;couleur_libelle;couleur_code;cepage_libelle;cepage_code;format_libelle_noeud;format_libelle_noeud;departements;douane_code;douane_libelle;douane_taxe;douane_date;douane_noeud;cvo_taxe;cvo_date;cvo_noeud;repli_entree;repli_sorti;declassement_entree;declassement_sorti;densite;labels;code_produit;code_produit_noeud;code_analytique;code_comptable_noeud;code_douane;code_douane_noeud;alias_produit
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Blanc;3;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1B218S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Rouge;1;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1S218S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Coteaux du Vendomois;CTXV;;;;VDM;Rouge;1;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1R218S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Cour-Cheverny;CCHY;;;;CHY;Blanc;3;;;%g% %a% %l% %m%;A;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1B232S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Blanc;3;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1B713S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Rosé;2;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1S713S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Haut-Poitou;HPT;;;;;Rouge;1;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1R713S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Blanc;3;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1B233S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Rosé;2;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1S233S  ;;
inter-loire;AOC;AOC_HORSINTERLOIRE;;TRANQ;Valençay;VLY;;;;;Rouge;1;;;%g% %a% %l% %co% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;A;;;;;;;;;;;1R233S  ;;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 00; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Pinot gris;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 AA; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Sauvignon blanc;SAU;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 AE; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Sauvignon gris;SAU;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 AF; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Chardonnay;CHA;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 CA; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Chenin;CHE;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 CF; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Folle blanche;FBL;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 CL; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Grolleau gris;GRO;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 CU; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Melon;MEL;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 DK; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Blanc;3;Pinot blanc;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B009 59; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 00; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 AB; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Cabernet franc ;CBF;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 BW; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Cabernet sauvignon ;CBS;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 BX; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Gamay noir;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 CM; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Grolleau noir;GRO;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 CT; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Cot;COT;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 CZ; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Merlot;MERL;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 DE; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Abouriou;ABO;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 35; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rouge;1;Pineau d'Aunis;PINAU;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R009 58; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 00; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 AB; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Egiodola;EGI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 AT; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Cabernet franc;CBF;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 BW; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Cabernet sauvignon;CBS;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 BX; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Gamay noir;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 CM; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Grolleau noir;GRO;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 CT; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Cot ;COT;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 CZ; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Merlot;MERL;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 DE; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Abouriou ;ABO;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 35; ;
inter-loire;IGP;IGP_VALDELOIRE;;TRANQ;IGP Val de Loire;VAL;;;;;Rosé;2;Pineau d'Aunis;PINAU;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S009 58; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582  ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Pinot gris;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582 AA; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Sauvignon blanc;SAU;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582 AE; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Chardonnay blanc;CHA;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582 CA; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582 00; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Blanc;3;Pinot blanc;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B582 59; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;;;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R582   ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R582 AB; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Gamay;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R582 CM; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rouge;1;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R582 00; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;;;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S582   ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S582 AB; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Gamay;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S582 CM; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côtes de la Charité;CDLC;;;;;Rosé;2;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S582 00; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;;;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583   ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Pinot gris;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 AA; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Auxerrois;AUX;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 AZ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Chardonnay blanc;CHA;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 CA; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Melon blanc;MEL;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 DK; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 00; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Blanc;3;Pinot blanc;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3B583 59; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;;;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R583   ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R583 AB; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Gamay noir;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R583 CM; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rouge;1;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3R583 00; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;;;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S583   ; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Pinot noir;PIN;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S583 AB; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Gamay noir;GAM;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S583 CM; ;
inter-loire;IGP;IGP_HORSVALDELOIRE;;TRANQ;Côteaux de Tannay;CTXT;;;;;Rosé;2;Multi cépage;MULTI;%c% %g% %a% %l% %co %ce% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;3S583 00; ;
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Blanc;3;;;%c% %a% %g% %l% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;4B999   ; ;
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Blanc;3;;;%c% %a% %g% %l% %m%;C;;L385;Vins Mousseux;9,29;2015-08-01;G;0;;C;;;;;;;;;;;4B999M  ; ;
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Rouge;1;;;%c% %a% %g% %l% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;4R999   ; ;
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Rouge;1;;;%c% %a% %g% %l% %m%;C;;L385;Vins Mousseux;9,29;2015-08-01;G;0;;C;;;;;;;;;;;4R999M  ; ;
inter-loire;Vins sans IG;VINSSIG;;TRANQ;;SIG;;;;;Rosé;2;;;%c% %a% %l% %g% %m%;C;;L387;Vins Tranquilles;3,75;2015-08-01;G;0;;C;;;;;;;;;;;4S999   ; ;
inter-loire;Vins sans IG;VINSSIG;Mousseux;EFF;;SIG;;;;;Rosé;2;;;%c% %a% %g% %l% %m%;C;;L385;Vins Mousseux;9,29;2015-08-01;G;0;;C;;;;;;;;;;;4S999M  ; ;
;;;;;;;;;;;;;;;%g% %a% %m% %l%;G;;;;;;;;;;;;;;;;;;;;;;
